recency,frequency,monetary,monetary_percentile_adj,recency_percentile_adj,frequency_percentile_adj,rfm_class,detail_cust_title
71,7,1529.0100000000002,2,2,2,222,Potential Customer
4,10,4183.81,2,3,2,223,Loyal Customer
202,5,1245.27,2,1,1,121,Lost Customer
99,9,7159.6900000000005,3,2,2,232,Potential Customer
43,7,3632.3,2,2,2,222,Potential Customer
14,4,4498.34,2,3,1,123,Recent Customer
55,5,2086.8500000000004,2,2,1,122,High Risk Customer
188,3,666.7899999999998,1,1,1,111,Lost Customer
8,8,3879.1400000000003,2,3,2,223,Loyal Customer
110,2,183.1999999999999,1,2,1,112,High Risk Customer
45,3,1051.23,2,2,1,122,High Risk Customer
113,5,4267.42,2,2,1,122,High Risk Customer
21,8,5025.4400000000005,3,3,2,233,Very Loyal
32,12,7367.880000000001,3,2,3,332,Very Loyal
11,7,2568.9700000000003,2,3,2,223,Loyal Customer
16,2,2712.5699999999997,2,3,1,123,Recent Customer
24,9,5691.610000000001,3,3,2,233,Very Loyal
48,6,1972.0299999999997,2,2,2,222,Potential Customer
12,4,1338.61,2,3,1,123,Recent Customer
208,3,683.2,1,1,1,111,Lost Customer
17,6,4574.099999999999,2,3,2,223,Loyal Customer
20,7,2561.15,2,3,2,223,Loyal Customer
108,3,1217.23,2,2,1,122,High Risk Customer
26,9,6072.48,3,3,2,233,Very Loyal
64,4,1774.1199999999997,2,2,1,122,High Risk Customer
2,9,4631.2300000000005,2,3,2,223,Loyal Customer
7,3,4053.92,2,3,1,123,Recent Customer
136,10,3427.6400000000003,2,2,2,222,Potential Customer
38,4,1858.97,2,2,1,122,High Risk Customer
98,7,5235.710000000001,3,2,2,232,Potential Customer
1,6,1785.8300000000002,2,3,2,223,Loyal Customer
7,2,327.07000000000016,1,3,1,113,Recent Customer
26,5,3026.3900000000003,2,3,1,123,Recent Customer
10,5,4235.799999999999,2,3,1,123,Recent Customer
44,3,2742.04,2,2,1,122,High Risk Customer
29,5,2839.93,2,3,1,123,Recent Customer
19,4,2135.37,2,3,1,123,Recent Customer
136,4,2285.05,2,2,1,122,High Risk Customer
26,5,3388.35,2,3,1,123,Recent Customer
26,13,6790.6900000000005,3,3,3,333,Platinum Customer
117,5,3784.9799999999996,2,2,1,122,High Risk Customer
53,8,6295.52,3,2,2,232,Potential Customer
44,9,3640.6200000000003,2,2,2,222,Potential Customer
17,7,5295.09,3,3,2,233,Very Loyal
3,7,1733.7900000000002,2,3,2,223,Loyal Customer
164,3,1758.9800000000002,2,2,1,122,High Risk Customer
35,6,3451.83,2,2,2,222,Potential Customer
5,9,4837.1900000000005,2,3,2,223,Loyal Customer
124,6,5174.44,3,2,2,232,Potential Customer
69,4,1434.57,2,2,1,122,High Risk Customer
6,13,8533.23,3,3,3,333,Platinum Customer
133,5,772.0999999999999,1,2,1,112,High Risk Customer
38,4,1841.73,2,2,1,122,High Risk Customer
4,5,3277.7700000000004,2,3,1,123,Recent Customer
17,7,5961.25,3,3,2,233,Very Loyal
13,2,1172.58,2,3,1,123,Recent Customer
73,2,1294.4,2,2,1,122,High Risk Customer
165,6,4173.67,2,2,2,222,Potential Customer
8,3,1689.75,2,3,1,123,Recent Customer
188,4,2393.31,2,1,1,121,Lost Customer
103,5,6308.28,3,2,1,132,High Risk Customer
75,5,3449.31,2,2,1,122,High Risk Customer
24,8,4516.139999999999,2,3,2,223,Loyal Customer
17,5,2501.78,2,3,1,123,Recent Customer
131,6,958.3100000000001,1,2,2,212,Potential Customer
29,7,2332.4500000000003,2,3,2,223,Loyal Customer
40,4,2559.66,2,2,1,122,High Risk Customer
85,7,5037.459999999999,3,2,2,232,Potential Customer
2,7,4888.97,2,3,2,223,Loyal Customer
6,4,2352.2800000000007,2,3,1,123,Recent Customer
163,3,684.5199999999999,1,2,1,112,High Risk Customer
12,4,2669.74,2,3,1,123,Recent Customer
136,4,1675.3100000000002,2,2,1,122,High Risk Customer
48,5,1775.01,2,2,1,122,High Risk Customer
153,3,346.88999999999993,1,2,1,112,High Risk Customer
10,9,3286.35,2,3,2,223,Loyal Customer
14,6,2539.7100000000005,2,3,2,223,Loyal Customer
10,4,2641.93,2,3,1,123,Recent Customer
59,7,6128.860000000001,3,2,2,232,Potential Customer
62,7,4318.2,2,2,2,222,Potential Customer
86,5,3351.7,2,2,1,122,High Risk Customer
34,9,3879.3199999999997,2,2,2,222,Potential Customer
44,5,3329.4700000000003,2,2,1,122,High Risk Customer
108,3,348.6199999999999,1,2,1,112,High Risk Customer
218,2,1153.84,2,1,1,121,Lost Customer
77,4,842.1499999999997,1,2,1,112,High Risk Customer
87,8,2447.0499999999997,2,2,2,222,Potential Customer
44,8,5167.23,3,2,2,232,Potential Customer
7,4,5068.4400000000005,3,3,1,133,Recent Customer
59,4,2305.11,2,2,1,122,High Risk Customer
44,10,4513.0599999999995,2,2,2,222,Potential Customer
5,7,4046.13,2,3,2,223,Loyal Customer
153,5,4140.91,2,2,1,122,High Risk Customer
5,6,4314.89,2,3,2,223,Loyal Customer
9,3,773.8100000000002,1,3,1,113,Recent Customer
33,6,2437.2300000000005,2,2,2,222,Potential Customer
58,4,1130.52,2,2,1,122,High Risk Customer
18,2,2299.82,2,3,1,123,Recent Customer
47,4,1472.66,2,2,1,122,High Risk Customer
6,6,2008.23,2,3,2,223,Loyal Customer
43,8,1339.2700000000002,2,2,2,222,Potential Customer
79,5,1397.3799999999997,2,2,1,122,High Risk Customer
36,4,962.2199999999998,1,2,1,112,High Risk Customer
28,8,4148.57,2,3,2,223,Loyal Customer
19,5,3463.8100000000004,2,3,1,123,Recent Customer
18,6,1455.3799999999999,2,3,2,223,Loyal Customer
7,4,1559.1300000000006,2,3,1,123,Recent Customer
68,6,2323.92,2,2,2,222,Potential Customer
43,8,2037.32,2,2,2,222,Potential Customer
79,9,4075.1699999999996,2,2,2,222,Potential Customer
82,3,807.37,1,2,1,112,High Risk Customer
85,3,592.29,1,2,1,112,High Risk Customer
7,1,830.2399999999999,1,3,1,113,Recent Customer
24,2,183.15999999999997,1,3,1,113,Recent Customer
22,9,5828.490000000001,3,3,2,233,Very Loyal
83,2,889.72,1,2,1,112,High Risk Customer
13,7,1126.0699999999997,2,3,2,223,Loyal Customer
77,5,3238.37,2,2,1,122,High Risk Customer
131,2,1809.69,2,2,1,122,High Risk Customer
234,4,1495.9400000000003,2,1,1,121,Lost Customer
71,3,2331.63,2,2,1,122,High Risk Customer
69,7,5490.29,3,2,2,232,Potential Customer
23,4,3652.09,2,3,1,123,Recent Customer
77,8,3118.9800000000005,2,2,2,222,Potential Customer
7,4,2156.72,2,3,1,123,Recent Customer
10,7,3270.6099999999997,2,3,2,223,Loyal Customer
50,6,4540.57,2,2,2,222,Potential Customer
4,3,2015.72,2,3,1,123,Recent Customer
66,5,2476.2700000000004,2,2,1,122,High Risk Customer
9,7,1500.4900000000002,2,3,2,223,Loyal Customer
51,3,667.99,1,2,1,112,High Risk Customer
34,8,2235.3,2,2,2,222,Potential Customer
47,8,4988.3099999999995,2,2,2,222,Potential Customer
58,4,2078.59,2,2,1,122,High Risk Customer
24,5,937.4400000000005,1,3,1,113,Recent Customer
61,12,4101.860000000001,2,2,3,322,Potential Customer
132,4,922.34,1,2,1,112,High Risk Customer
19,9,3005.629999999999,2,3,2,223,Loyal Customer
76,2,617.98,1,2,1,112,High Risk Customer
175,2,1718.6100000000001,2,2,1,122,High Risk Customer
4,9,5011.900000000001,3,3,2,233,Very Loyal
14,9,6634.139999999999,3,3,2,233,Very Loyal
85,8,2231.46,2,2,2,222,Potential Customer
81,3,3476.16,2,2,1,122,High Risk Customer
41,5,3588.56,2,2,1,122,High Risk Customer
23,11,6961.52,3,3,3,333,Platinum Customer
101,5,1110.0199999999998,2,2,1,122,High Risk Customer
38,7,1795.2999999999997,2,2,2,222,Potential Customer
5,4,3015.0499999999997,2,3,1,123,Recent Customer
75,7,1844.56,2,2,2,222,Potential Customer
17,3,1100.8200000000002,2,3,1,123,Recent Customer
70,10,5127.430000000001,3,2,2,232,Potential Customer
71,7,2596.2300000000005,2,2,2,222,Potential Customer
114,2,1769.48,2,2,1,122,High Risk Customer
90,4,2848.94,2,2,1,122,High Risk Customer
67,1,182.81000000000017,1,2,1,112,High Risk Customer
106,5,4269.85,2,2,1,122,High Risk Customer
35,10,6093.259999999999,3,2,2,232,Potential Customer
61,4,1481.0700000000002,2,2,1,122,High Risk Customer
9,7,4548.31,2,3,2,223,Loyal Customer
4,4,1948.45,2,3,1,123,Recent Customer
37,7,3436.5000000000005,2,2,2,222,Potential Customer
78,3,287.3099999999999,1,2,1,112,High Risk Customer
81,6,2068.61,2,2,2,222,Potential Customer
256,3,1791.15,2,1,1,121,Lost Customer
52,8,5441.22,3,2,2,232,Potential Customer
41,7,3342.13,2,2,2,222,Potential Customer
66,5,2195.24,2,2,1,122,High Risk Customer
48,6,1584.5,2,2,2,222,Potential Customer
43,3,1355.3799999999997,2,2,1,122,High Risk Customer
42,6,2951.0199999999995,2,2,2,222,Potential Customer
2,4,2699.7099999999996,2,3,1,123,Recent Customer
7,4,1195.6099999999997,2,3,1,123,Recent Customer
257,2,3405.0999999999995,2,1,1,121,Lost Customer
141,4,2557.49,2,2,1,122,High Risk Customer
67,3,1318.2600000000004,2,2,1,122,High Risk Customer
211,3,935.0600000000001,1,1,1,111,Lost Customer
205,4,2113.08,2,1,1,121,Lost Customer
187,2,950.1199999999999,1,1,1,111,Lost Customer
24,10,5029.130000000001,3,3,2,233,Very Loyal
23,3,1551.7500000000002,2,3,1,123,Recent Customer
14,10,3573.5,2,3,2,223,Loyal Customer
149,6,1540.08,2,2,2,222,Potential Customer
100,2,969.91,1,2,1,112,High Risk Customer
55,3,1197.91,2,2,1,122,High Risk Customer
64,4,721.51,1,2,1,112,High Risk Customer
52,6,2422.29,2,2,2,222,Potential Customer
106,4,2799.4199999999996,2,2,1,122,High Risk Customer
87,3,1186.6099999999997,2,2,1,122,High Risk Customer
38,8,5521.409999999999,3,2,2,232,Potential Customer
93,2,1012.1,2,2,1,122,High Risk Customer
78,3,106.49999999999999,1,2,1,112,High Risk Customer
117,8,6456.51,3,2,2,232,Potential Customer
51,7,2415.24,2,2,2,222,Potential Customer
67,7,5456.969999999999,3,2,2,232,Potential Customer
22,5,3227.13,2,3,1,123,Recent Customer
11,6,3940.48,2,3,2,223,Loyal Customer
44,9,7616.040000000001,3,2,2,232,Potential Customer
16,7,5147.26,3,3,2,233,Very Loyal
31,5,3607.66,2,2,1,122,High Risk Customer
239,5,4736.689999999999,2,1,1,121,Lost Customer
176,3,917.3199999999999,1,2,1,112,High Risk Customer
29,6,1882.9,2,3,2,223,Loyal Customer
130,4,2793.2700000000004,2,2,1,122,High Risk Customer
2,6,2424.53,2,3,2,223,Loyal Customer
141,5,4113.36,2,2,1,122,High Risk Customer
6,7,5957.779999999999,3,3,2,233,Very Loyal
20,6,6148.619999999999,3,3,2,233,Very Loyal
12,8,2178.7099999999996,2,3,2,223,Loyal Customer
29,13,5336.730000000001,3,3,3,333,Platinum Customer
10,6,4352.37,2,3,2,223,Loyal Customer
3,6,2321.0600000000004,2,3,2,223,Loyal Customer
142,5,2825.0000000000005,2,2,1,122,High Risk Customer
12,6,5486.099999999999,3,3,2,233,Very Loyal
90,9,4526.73,2,2,2,222,Potential Customer
15,5,4757.959999999999,2,3,1,123,Recent Customer
82,4,1400.3200000000002,2,2,1,122,High Risk Customer
20,5,2289.2700000000004,2,3,1,123,Recent Customer
37,4,3572.06,2,2,1,122,High Risk Customer
26,4,1292.6000000000001,2,3,1,123,Recent Customer
7,7,4753.51,2,3,2,223,Loyal Customer
27,6,3092.39,2,3,2,223,Loyal Customer
5,8,2216.97,2,3,2,223,Loyal Customer
32,5,2152.88,2,2,1,122,High Risk Customer
10,9,7024.709999999999,3,3,2,233,Very Loyal
7,7,3500.7400000000007,2,3,2,223,Loyal Customer
16,3,1579.83,2,3,1,123,Recent Customer
94,6,1835.1799999999998,2,2,2,222,Potential Customer
103,7,2398.25,2,2,2,222,Potential Customer
63,4,4008.84,2,2,1,122,High Risk Customer
53,7,1695.3799999999999,2,2,2,222,Potential Customer
74,7,2443.26,2,2,2,222,Potential Customer
82,1,104.24000000000001,1,2,1,112,High Risk Customer
10,6,3581.0000000000005,2,3,2,223,Loyal Customer
6,5,2848.5,2,3,1,123,Recent Customer
0,7,5351.58,3,3,2,233,Very Loyal
4,11,8352.16,3,3,3,333,Platinum Customer
75,6,5101.120000000001,3,2,2,232,Potential Customer
5,10,6252.43,3,3,2,233,Very Loyal
31,8,5075.61,3,2,2,232,Potential Customer
7,3,1924.18,2,3,1,123,Recent Customer
240,2,719.98,1,1,1,111,Lost Customer
52,7,3332.6499999999996,2,2,2,222,Potential Customer
78,6,3595.9100000000003,2,2,2,222,Potential Customer
83,6,3417.4200000000005,2,2,2,222,Potential Customer
231,2,234.35999999999996,1,1,1,111,Lost Customer
102,5,4713.22,2,2,1,122,High Risk Customer
28,8,2120.42,2,3,2,223,Loyal Customer
10,4,1213.75,2,3,1,123,Recent Customer
3,5,3822.2000000000003,2,3,1,123,Recent Customer
20,3,1317.1599999999999,2,3,1,123,Recent Customer
21,3,628.5699999999999,1,3,1,113,Recent Customer
43,6,5170.950000000001,3,2,2,232,Potential Customer
15,9,6736.53,3,3,2,233,Very Loyal
91,6,3745.36,2,2,2,222,Potential Customer
114,5,5915.860000000001,3,2,1,132,High Risk Customer
43,6,1905.1600000000003,2,2,2,222,Potential Customer
116,2,1235.26,2,2,1,122,High Risk Customer
88,3,1151.6,2,2,1,122,High Risk Customer
14,9,3363.87,2,3,2,223,Loyal Customer
74,3,2464.54,2,2,1,122,High Risk Customer
8,5,2713.7200000000003,2,3,1,123,Recent Customer
22,6,3853.4200000000005,2,3,2,223,Loyal Customer
12,10,5689.860000000001,3,3,2,233,Very Loyal
3,8,4113.04,2,3,2,223,Loyal Customer
12,2,1550.8200000000002,2,3,1,123,Recent Customer
181,3,1906.1499999999996,2,1,1,121,Lost Customer
28,7,2731.9199999999996,2,3,2,223,Loyal Customer
118,2,1736.45,2,2,1,122,High Risk Customer
24,7,2744.3399999999997,2,3,2,223,Loyal Customer
64,5,2329.3199999999997,2,2,1,122,High Risk Customer
217,4,818.7200000000001,1,1,1,111,Lost Customer
54,5,1614.09,2,2,1,122,High Risk Customer
11,7,2760.28,2,3,2,223,Loyal Customer
48,6,3581.3399999999997,2,2,2,222,Potential Customer
178,4,2503.4700000000003,2,2,1,122,High Risk Customer
26,4,839.2700000000002,1,3,1,113,Recent Customer
26,4,1270.94,2,3,1,123,Recent Customer
66,6,2935.6800000000003,2,2,2,222,Potential Customer
39,8,5196.33,3,2,2,232,Potential Customer
82,5,1849.9100000000003,2,2,1,122,High Risk Customer
89,6,4576.53,2,2,2,222,Potential Customer
75,5,2814.08,2,2,1,122,High Risk Customer
12,6,4881.55,2,3,2,223,Loyal Customer
28,5,4337.3099999999995,2,3,1,123,Recent Customer
198,3,2550.9400000000005,2,1,1,121,Lost Customer
113,5,4177.610000000001,2,2,1,122,High Risk Customer
122,2,1946.8899999999999,2,2,1,122,High Risk Customer
57,4,3372.97,2,2,1,122,High Risk Customer
36,6,3307.4800000000005,2,2,2,222,Potential Customer
142,5,2624.5699999999997,2,2,1,122,High Risk Customer
106,3,2724.7200000000003,2,2,1,122,High Risk Customer
215,1,641.64,1,1,1,111,Lost Customer
19,6,3792.12,2,3,2,223,Loyal Customer
49,9,6263.12,3,2,2,232,Potential Customer
1,9,3474.54,2,3,2,223,Loyal Customer
63,3,2283.8299999999995,2,2,1,122,High Risk Customer
107,3,3196.2699999999995,2,2,1,122,High Risk Customer
1,3,798.9000000000001,1,3,1,113,Recent Customer
171,4,1796.62,2,2,1,122,High Risk Customer
87,3,1471.7700000000002,2,2,1,122,High Risk Customer
9,10,7075.58,3,3,2,233,Very Loyal
137,6,4563.95,2,2,2,222,Potential Customer
36,7,5649.829999999999,3,2,2,232,Potential Customer
16,4,2234.62,2,3,1,123,Recent Customer
56,7,4939.109999999999,2,2,2,222,Potential Customer
81,4,2405.42,2,2,1,122,High Risk Customer
40,8,3067.5799999999995,2,2,2,222,Potential Customer
164,2,685.4300000000001,1,2,1,112,High Risk Customer
7,10,5426.7,3,3,2,233,Very Loyal
33,11,2281.9900000000002,2,2,3,322,Potential Customer
28,6,2396.6999999999994,2,3,2,223,Loyal Customer
0,9,3796.53,2,3,2,223,Loyal Customer
10,3,2731.0899999999997,2,3,1,123,Recent Customer
22,5,2637.41,2,3,1,123,Recent Customer
60,7,5597.109999999999,3,2,2,232,Potential Customer
35,6,4268.320000000001,2,2,2,222,Potential Customer
121,4,2223.44,2,2,1,122,High Risk Customer
3,6,3277.86,2,3,2,223,Loyal Customer
18,2,630.21,1,3,1,113,Recent Customer
57,4,3062.52,2,2,1,122,High Risk Customer
114,4,1266.06,2,2,1,122,High Risk Customer
56,7,3873.42,2,2,2,222,Potential Customer
86,6,2721.1400000000003,2,2,2,222,Potential Customer
22,5,972.7900000000002,1,3,1,113,Recent Customer
38,5,2121.6400000000003,2,2,1,122,High Risk Customer
57,6,2529.62,2,2,2,222,Potential Customer
38,8,1796.6499999999996,2,2,2,222,Potential Customer
24,6,3233.0899999999997,2,3,2,223,Loyal Customer
76,3,1475.88,2,2,1,122,High Risk Customer
0,4,3144.999999999999,2,3,1,123,Recent Customer
48,7,3867.3399999999997,2,2,2,222,Potential Customer
59,6,3684.7,2,2,2,222,Potential Customer
15,10,5508.8,3,3,2,233,Very Loyal
31,6,861.6199999999999,1,2,2,212,Potential Customer
108,5,1917.0099999999995,2,2,1,122,High Risk Customer
19,4,955.44,1,3,1,113,Recent Customer
33,6,3727.0600000000004,2,2,2,222,Potential Customer
131,3,1908.57,2,2,1,122,High Risk Customer
124,2,1127.95,2,2,1,122,High Risk Customer
33,7,5393.83,3,2,2,232,Potential Customer
72,5,3404.37,2,2,1,122,High Risk Customer
143,3,2636.2000000000003,2,2,1,122,High Risk Customer
6,11,6559.709999999999,3,3,3,333,Platinum Customer
65,4,2597.4300000000003,2,2,1,122,High Risk Customer
19,6,6362.47,3,3,2,233,Very Loyal
158,2,562.46,1,2,1,112,High Risk Customer
53,3,911.28,1,2,1,112,High Risk Customer
44,10,5004.260000000001,3,2,2,232,Potential Customer
38,5,1281.31,2,2,1,122,High Risk Customer
6,6,3423.12,2,3,2,223,Loyal Customer
10,7,4495.52,2,3,2,223,Loyal Customer
97,7,4553.86,2,2,2,222,Potential Customer
237,1,128.45999999999992,1,1,1,111,Lost Customer
14,6,4565.33,2,3,2,223,Loyal Customer
42,7,2959.59,2,2,2,222,Potential Customer
31,7,5017.329999999999,3,2,2,232,Potential Customer
2,5,3431.62,2,3,1,123,Recent Customer
0,5,3265.7500000000005,2,3,1,123,Recent Customer
5,5,2240.5,2,3,1,123,Recent Customer
32,5,2349.98,2,2,1,122,High Risk Customer
8,4,874.93,1,3,1,113,Recent Customer
65,7,2330.29,2,2,2,222,Potential Customer
198,3,3273.3300000000004,2,1,1,121,Lost Customer
98,4,4557.6,2,2,1,122,High Risk Customer
12,8,10787.599999999997,4,3,2,243,Very Loyal
18,7,5805.92,3,3,2,233,Very Loyal
81,5,2331.52,2,2,1,122,High Risk Customer
110,5,2171.7299999999996,2,2,1,122,High Risk Customer
106,7,2169.36,2,2,2,222,Potential Customer
107,4,1429.5,2,2,1,122,High Risk Customer
33,3,978.4200000000001,1,2,1,112,High Risk Customer
13,7,1825.83,2,3,2,223,Loyal Customer
24,7,3564.99,2,3,2,223,Loyal Customer
74,6,2251.36,2,2,2,222,Potential Customer
1,8,3961.3999999999996,2,3,2,223,Loyal Customer
5,5,4685.84,2,3,1,123,Recent Customer
69,7,5011.4,3,2,2,232,Potential Customer
32,11,6176.3,3,2,3,332,Very Loyal
66,5,1676.15,2,2,1,122,High Risk Customer
46,8,7812.17,3,2,2,232,Potential Customer
24,2,930.46,1,3,1,113,Recent Customer
1,8,3669.8999999999996,2,3,2,223,Loyal Customer
69,5,2530.6,2,2,1,122,High Risk Customer
2,9,2258.7,2,3,2,223,Loyal Customer
20,8,2551.05,2,3,2,223,Loyal Customer
68,12,9269.16,3,2,3,332,Very Loyal
29,8,4273.54,2,3,2,223,Loyal Customer
14,5,1455.39,2,3,1,123,Recent Customer
4,2,526.7900000000001,1,3,1,113,Recent Customer
32,5,3681.51,2,2,1,122,High Risk Customer
17,2,400.47,1,3,1,113,Recent Customer
40,1,133.38,1,2,1,112,High Risk Customer
82,5,566.5499999999998,1,2,1,112,High Risk Customer
68,4,2182.9800000000005,2,2,1,122,High Risk Customer
160,3,1591.3300000000002,2,2,1,122,High Risk Customer
13,7,4645.839999999999,2,3,2,223,Loyal Customer
20,10,6117.049999999999,3,3,2,233,Very Loyal
18,10,5221.26,3,3,2,233,Very Loyal
3,2,575.1500000000001,1,3,1,113,Recent Customer
53,5,3181.1600000000008,2,2,1,122,High Risk Customer
182,6,3022.9899999999993,2,1,2,221,Loosing Customer
40,4,1583.19,2,2,1,122,High Risk Customer
125,5,2193.8599999999997,2,2,1,122,High Risk Customer
5,5,3488.45,2,3,1,123,Recent Customer
53,5,1636.3700000000001,2,2,1,122,High Risk Customer
26,9,6209.679999999999,3,3,2,233,Very Loyal
160,8,7693.779999999999,3,2,2,232,Potential Customer
5,5,713.22,1,3,1,113,Recent Customer
18,5,4263.17,2,3,1,123,Recent Customer
0,10,6435.1,3,3,2,233,Very Loyal
16,4,3468.4700000000003,2,3,1,123,Recent Customer
61,5,3479.0099999999998,2,2,1,122,High Risk Customer
56,2,2238.37,2,2,1,122,High Risk Customer
16,8,3037.58,2,3,2,223,Loyal Customer
56,4,2817.57,2,2,1,122,High Risk Customer
120,6,2071.14,2,2,2,222,Potential Customer
67,7,3553.83,2,2,2,222,Potential Customer
8,7,2314.6000000000004,2,3,2,223,Loyal Customer
37,5,4256.32,2,2,1,122,High Risk Customer
28,11,5878.150000000001,3,3,3,333,Platinum Customer
31,5,2749.4,2,2,1,122,High Risk Customer
8,11,3819.53,2,3,3,323,Loyal Customer
167,4,1542.0,2,2,1,122,High Risk Customer
95,2,824.2700000000002,1,2,1,112,High Risk Customer
9,6,2962.76,2,3,2,223,Loyal Customer
41,3,2105.0899999999997,2,2,1,122,High Risk Customer
37,8,2724.5199999999995,2,2,2,222,Potential Customer
24,3,1909.17,2,3,1,123,Recent Customer
80,6,3446.83,2,2,2,222,Potential Customer
41,8,3855.9300000000003,2,2,2,222,Potential Customer
75,7,5083.41,3,2,2,232,Potential Customer
104,1,199.0999999999999,1,2,1,112,High Risk Customer
1,10,7390.75,3,3,2,233,Very Loyal
42,7,3839.1799999999994,2,2,2,222,Potential Customer
3,6,2827.6600000000003,2,3,2,223,Loyal Customer
104,8,3968.52,2,2,2,222,Potential Customer
46,7,3244.32,2,2,2,222,Potential Customer
104,5,2811.9700000000003,2,2,1,122,High Risk Customer
33,4,2018.04,2,2,1,122,High Risk Customer
26,9,5101.549999999999,3,3,2,233,Very Loyal
1,4,222.77999999999997,1,3,1,113,Recent Customer
65,8,3479.18,2,2,2,222,Potential Customer
5,6,3641.91,2,3,2,223,Loyal Customer
70,5,3324.8900000000003,2,2,1,122,High Risk Customer
133,5,1825.3200000000006,2,2,1,122,High Risk Customer
74,3,1359.4600000000003,2,2,1,122,High Risk Customer
329,1,903.11,1,1,1,111,Lost Customer
2,7,2637.4699999999993,2,3,2,223,Loyal Customer
69,6,2501.8700000000003,2,2,2,222,Potential Customer
27,9,6523.1900000000005,3,3,2,233,Very Loyal
37,3,1434.0099999999998,2,2,1,122,High Risk Customer
3,7,2924.48,2,3,2,223,Loyal Customer
42,6,3172.63,2,2,2,222,Potential Customer
22,7,5171.89,3,3,2,233,Very Loyal
99,5,5400.32,3,2,1,132,High Risk Customer
84,4,2002.8499999999997,2,2,1,122,High Risk Customer
20,7,5636.08,3,3,2,233,Very Loyal
133,7,3107.3599999999997,2,2,2,222,Potential Customer
84,5,3519.2200000000003,2,2,1,122,High Risk Customer
75,7,4795.510000000001,2,2,2,222,Potential Customer
8,9,10640.300000000001,4,3,2,243,Very Loyal
56,8,8624.720000000001,3,2,2,232,Potential Customer
202,3,486.60999999999996,1,1,1,111,Lost Customer
43,8,6918.889999999999,3,2,2,232,Potential Customer
100,3,2606.7000000000003,2,2,1,122,High Risk Customer
129,4,2877.89,2,2,1,122,High Risk Customer
13,3,493.17,1,3,1,113,Recent Customer
9,2,1182.38,2,3,1,123,Recent Customer
86,4,1597.2599999999998,2,2,1,122,High Risk Customer
24,7,4071.8199999999997,2,3,2,223,Loyal Customer
139,4,3870.4799999999996,2,2,1,122,High Risk Customer
53,1,1103.43,2,2,1,122,High Risk Customer
33,9,5321.299999999999,3,2,2,232,Potential Customer
3,4,4968.78,2,3,1,123,Recent Customer
82,6,7651.019999999999,3,2,2,232,Potential Customer
64,4,2236.7599999999998,2,2,1,122,High Risk Customer
73,10,3220.9,2,2,2,222,Potential Customer
86,4,1050.28,2,2,1,122,High Risk Customer
37,7,4521.35,2,2,2,222,Potential Customer
12,7,3677.0,2,3,2,223,Loyal Customer
16,7,6165.099999999999,3,3,2,233,Very Loyal
40,10,8102.620000000001,3,2,2,232,Potential Customer
55,8,3225.0,2,2,2,222,Potential Customer
36,8,2944.0899999999997,2,2,2,222,Potential Customer
55,5,1914.1999999999998,2,2,1,122,High Risk Customer
2,2,1323.66,2,3,1,123,Recent Customer
37,8,3461.650000000001,2,2,2,222,Potential Customer
16,6,4154.0199999999995,2,3,2,223,Loyal Customer
77,5,635.72,1,2,1,112,High Risk Customer
32,7,3628.2599999999998,2,2,2,222,Potential Customer
11,6,6738.66,3,3,2,233,Very Loyal
86,3,2248.04,2,2,1,122,High Risk Customer
29,11,5968.91,3,3,3,333,Platinum Customer
100,4,3348.25,2,2,1,122,High Risk Customer
53,6,3818.36,2,2,2,222,Potential Customer
0,6,4320.299999999999,2,3,2,223,Loyal Customer
77,7,4891.75,2,2,2,222,Potential Customer
135,4,2953.23,2,2,1,122,High Risk Customer
25,12,9739.460000000001,3,3,3,333,Platinum Customer
170,5,2317.99,2,2,1,122,High Risk Customer
19,11,4855.5,2,3,3,323,Loyal Customer
13,9,2924.4300000000003,2,3,2,223,Loyal Customer
19,4,2317.2700000000004,2,3,1,123,Recent Customer
7,5,4026.12,2,3,1,123,Recent Customer
23,4,1488.1699999999998,2,3,1,123,Recent Customer
99,3,1225.77,2,2,1,122,High Risk Customer
181,3,1721.0499999999997,2,1,1,121,Lost Customer
42,4,2602.8500000000004,2,2,1,122,High Risk Customer
1,5,1681.02,2,3,1,123,Recent Customer
12,3,1206.35,2,3,1,123,Recent Customer
61,5,4041.6000000000004,2,2,1,122,High Risk Customer
8,5,3556.15,2,3,1,123,Recent Customer
41,12,5450.34,3,2,3,332,Very Loyal
67,2,2932.8199999999997,2,2,1,122,High Risk Customer
41,8,3512.0299999999997,2,2,2,222,Potential Customer
50,6,2397.39,2,2,2,222,Potential Customer
55,6,5353.570000000001,3,2,2,232,Potential Customer
23,7,6150.249999999999,3,3,2,233,Very Loyal
5,5,2977.19,2,3,1,123,Recent Customer
28,2,643.43,1,3,1,113,Recent Customer
84,10,7031.790000000001,3,2,2,232,Potential Customer
216,2,1149.25,2,1,1,121,Lost Customer
82,5,1162.2399999999998,2,2,1,122,High Risk Customer
47,3,1506.34,2,2,1,122,High Risk Customer
2,6,3362.550000000001,2,3,2,223,Loyal Customer
3,6,1627.2200000000003,2,3,2,223,Loyal Customer
9,8,8499.589999999998,3,3,2,233,Very Loyal
255,2,1326.1499999999999,2,1,1,121,Lost Customer
24,8,4834.08,2,3,2,223,Loyal Customer
1,7,6051.870000000001,3,3,2,233,Very Loyal
23,3,1915.23,2,3,1,123,Recent Customer
